,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
42,"Domov pro seniory Lukov, příspěvková organizace",28970540,70850941,13.11.2024,,"253 985,00 CZK",Kupní smlouva,"[{'název': 'Chránič oděvu velký 45x90', 'množství': 150, 'cena bez DPH': 306, 'cena s DPH': 45900}, {'název': 'Plátěná podložka do lůžka 150/170 cm bílá 170 g', 'množství': 300, 'cena bez DPH': 176.78, 'cena s DPH': 53035}, {'název': 'Elastické prostěradlo obálkového střihu', 'množství': 300, 'cena bez DPH': 369.9, 'cena s DPH': 110970}]",30961468,Apos Brno
43,"Domov pro seniory Předklášteří, příspěvková organizace",28969716,65761774,07.11.2024,"136 981,00 CZK","165 748,00 CZK",Nákup a dodání ložního prádla pro uživatele domova pro seniory,"[{'název': 'Povlečení krep', 'množství': 181, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Prostěradlo Swift', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Polstrování postranice', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Polštář Delta + povlak', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",30960600,Apos Brno
44,"Domov Magnolie, Ostrava-Vítkovice, příspěvková organizace",28959652,70631859,23.10.2024,,"90 000,00 CZK",Základní sestava pro označení prádla.,"[{'název': 'Základní sestava pro označení prádla', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",30950124,Apos Brno
45,Palata,28964180,70872783,12.11.2024,"60 555,00 CZK","73 272,00 CZK",objednávka zboží,"[{'název': 'soubor zboží dle objednávky-přílohy pro jednotlivé úseky A,B,C,D', 'množství': 1, 'cena bez DPH': 60555.0, 'cena s DPH': 73272.0}]",30954896,Apos Brno
46,Psychiatrická nemocnice v Kroměříži,28952212,567914,11.11.2024,"61 250,00 CZK",,Dodávka evakuačních podložek,"[{'název': 'Evakuační podložky SKI-SHEET 3', 'množství': 35, 'cena bez DPH': 61250.0, 'cena s DPH': 74112.5}]",30942360,Apos Brno
47,Léčebna dlouhodobě nemocných,28853416,45243956,04.11.2024,"59 083,76 CZK","71 491,35 CZK",Evakuační podložky - 33ks vč. dopravy,"[{'název': 'Evakuační podložka SKI SHEET3N', 'množství': 1, 'cena bez DPH': 185700, 'cena s DPH': 224697}, {'název': 'Zásilkové výdaje (POB)', 'množství': 2, 'cena bez DPH': 127.0, 'cena s DPH': 153.67}]",30839892,Apos Brno
48,"Domov pro seniory Velké Meziříčí, příspěvková organizace",28835576,71184465,01.11.2024,,"71 593,00 CZK","kupní smlouva - elastická prostěradla, overaly","[{'název': 'elastické prostěradlo obálkového střihu', 'množství': 100, 'cena bez DPH': 411, 'cena s DPH': None}, {'název': 'overal se zipy v rozkroku i na zádech (korál, dlouhý rukáv, M)', 'množství': 4, 'cena bez DPH': 2195, 'cena s DPH': None}, {'název': 'overal se zipy v rozkroku i na zádech (modrý, dlouhý rukáv, L)', 'množství': 4, 'cena bez DPH': 2195, 'cena s DPH': None}]",30821032,Apos Brno
49,"Centrum sociálních služeb Staroměstská České Budějovice, příspěvková organizace",28824792,62537890,01.11.2024,"195 936,36 CZK","237 083,00 CZK",372/24/ - prostěradla a overaly,"[{'název': 'prostěradla a overaly', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 237083.0}]",30809288,Apos Brno
50,"Domov seniorů Břeclav, příspěvková organizace",28756788,48452734,25.10.2024,"71 043,00 CZK",,Elastická prostěradla,"[{'název': 'Elastické prostěradlo obálkového střihu (žluté)', 'množství': 30, 'cena bez DPH': 11713.5, 'cena s DPH': 14173.34}]",30738008,Apos Brno
51,"Domovy pro osoby se zdravotním postižením Oleška - Kamenice, příspěvková organizace",28756196,47274522,29.10.2024,"75 648,00 CZK","91 533,00 CZK",Dodávka bezdrátového monitorovacího systému příznaků epileptického záchvatu,"[{'název': 'Detektor Epileptic Pro', 'množství': 5, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pager 8 kanálový', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}]",30737364,Apos Brno
52,"Domov pro seniory Burešov, příspěvková organizace",28742472,70851042,29.10.2024,"51 872,05 CZK","62 765,18 CZK",zažehlovací lis,"[{'název': 'zažehlovací lis RS 100 Nr', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'tiskárna EPSON LO 630', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'barvicí pásku do tiskárny EPSON LO 630', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'SW pro potisk štítků APOS LabelPrint', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",30722456,Apos Brno
53,"Rýchorské domovy sociální péče, příspěvková organizace",28712892,195022,22.10.2024,"59 268,00 CZK","71 714,00 CZK",ložní soupravy,"[{'název': 'Plněný polštář STANDARD rozměr 90x70 1100g', 'množství': 1, 'cena bez DPH': 20405.0, 'cena s DPH': 24690.05}]",30690712,Apos Brno
54,"Městská nemocnice Ostrava, příspěvková organizace",28688972,635162,23.10.2024,,"152 823,98 CZK",Objednávka MTZ - objednávka speciálních prostěradel a podložek,"[{'název': 'Podložka polohovací DUO +, s absorpční vrstvou', 'množství': 22, 'cena bez DPH': 597.99, 'cena s DPH': None}, {'název': 'Prostěradlo napínací - 210x90x20cm', 'množství': 22, 'cena bez DPH': 873.6, 'cena s DPH': None}, {'název': 'Prostěradlo obálkového střihu 210x90cm bílé', 'množství': 120, 'cena bez DPH': 497.3, 'cena s DPH': None}, {'název': 'Prostěradlo SMART - elastické, napínací - žluté', 'množství': 40, 'cena bez DPH': 497.3, 'cena s DPH': None}, {'název': 'Podložka CHAMONIX 85x90cm se záhyby', 'množství': 30, 'cena bez DPH': 848.2, 'cena s DPH': None}, {'název': 'Podložka do lůžka - plátěná, 150/170cm - bílá, 170g', 'množství': 70, 'cena bez DPH': 220.5, 'cena s DPH': None}]",30663992,Apos Brno
55,Domov sociálních služeb Skřivany,28683700,578991,22.10.2024,"62 472,00 CZK","75 589,60 CZK",Dodávka ložního prádla,"[{'název': 'Elastické prostěradlo obálkového střihu - barva meruňková', 'množství': 66, 'cena bez DPH': 411.0, 'cena s DPH': None}]",30658296,Apos Brno
56,Psychiatrická nemocnice Kosmonosy,28668448,68691,17.10.2024,"150 000,00 CZK",,Objednávka dle přílohy,"[{'název': '7173 - pro mentální dovednosti a dvou-lavičk', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 92500}, {'název': '7125D - pro zápěstí a lokty', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 57500}]",30641720,Apos Brno
57,"Domovy pro seniory Šluknov - Krásná Lípa, příspěvková organizace",28604960,47274573,16.10.2024,"74 558,00 CZK","90 215,00 CZK","Kupní smlouva-Nákup podložek se záložkami, VZ-30715/2024","[{'název': 'pratelná podložka EMERIS 75x85 cm s fixačními záložkami', 'množství': 330, 'cena bez DPH': 74558, 'cena s DPH': 90215}]",30571564,Apos Brno
58,"Domov Božice, příspěvková organizace",28583036,45671877,09.10.2024,"160 776,00 CZK","194 539,00 CZK","Dodávka prádla pro klienty Domova Božice, příspěvková organizace","[{'název': 'Elastické prostěradlo obálkového střihu (šedé)', 'množství': 300, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Žínka CLASSIC (barva hnědá)', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Ručník 50x90 (světle zelená)', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Deka mikroflanel USW (tmavě šedá)', 'množství': 15, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Polohovací podložka DUO + s absorpční vrstvou (DUO PLUS)', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}]",30547584,Apos Brno
59,"Domov Korýtko, příspěvková organizace",28583496,70631867,14.10.2024,,"71 837,00 CZK",Objednávka textilu,"[{'název': 'Elastické prostěradlo obálkového střihu', 'množství': 80, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Dámská košile anděl PLUS, vel L/XL', 'množství': 50, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Pyžamovak', 'množství': 2, 'cena bez DPH': None, 'cena s dph': None}]",30548064,Apos Brno
60,"Nový domov, příspěvková organizace",28578152,847330,14.10.2024,"64 562,00 CZK","78 121,00 CZK","Nákup - 60ks kluzná prostěradla SWFT, 60ks polohovací podložka DUO+ a 1role nažehlovací štítky","[{'název': 'napínací kluzné prostěradlo SWIFT', 'množství': 60, 'cena bez DPH': '597 Kč', 'cena s DPH': '43 320 Kč'}, {'název': 'Polohovací podložka DUO+ s absorp.vrstvou', 'množství': 60, 'cena bez DPH': '408 Kč', 'cena s DPH': '29 653 Kč'}, {'název': 'role štítky 2x41x17 (bílá)', 'množství': 1, 'cena bez DPH': '4255 Kč', 'cena s DPH': '5 148 Kč'}, {'název': 'dodání', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",30542168,Apos Brno
61,"Krajská zdravotní, a.s.",28443760,25488627,03.10.2024,"85 460,02 CZK","103 406,62 CZK",Objednávka léků a ZM,"[{'název': 'Pás fixační na lůžko-BŘIŠNÍ, vel.L', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Set fixační na lůžko-FIXACE KOTNÍKŮ', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Pás fixační na lůžko fixace rukou', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Magnetický klobouček černý', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",30391276,Apos Brno
62,Sociální služby města Pardubic,28449232,75090970,02.10.2024,"83 400,00 CZK",,Objednávka - 228 ks napínacích elastických prostěradel + 5 ks podložek na křesla,"[{'název': 'SMART elastické napínací prostěradlo (meruňkové)', 'množství': 228, 'cena bez DPH': 411, 'cena s DPH': None}, {'název': 'Podložka na křesla 45x45 cm cihlová', 'množství': 5, 'cena bez DPH': 344, 'cena s DPH': None}, {'název': 'Zásilkové výdaje', 'množství': 8, 'cena bez DPH': 127, 'cena s DPH': None}]",30396956,Apos Brno
63,"Albertinum, odborný léčebný ústav, Žamberk",28420928,196096,01.10.2024,"93 091,00 CZK",,Smlouva: Objednávka prostěradel,"[{'název': 'Elastické prostěradlo obálkového střihu krémové MIP-SK3400B/C/AB', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Zásilkové výdaje (POB)', 'množství': 8, 'cena bez DPH': None, 'cena s DPH': None}]",30367592,Apos Brno
64,"Centrum sociálních služeb Znojmo, příspěvková organizace",28382252,45671770,27.09.2024,,"115 619,59 CZK","Kupní smlouva - speciální overal se zipy, dlouhý/krátký rukáv , 52 ks","[{'název': 'speciální overal se zipy dlouhý/krátký rukáv i nohavice', 'množství': None, 'cena bez DPH': 95553.38, 'cena s DPH': 115619.59}]",30327236,Apos Brno
65,"Domov pro seniory Jevišovice, příspěvková organizace",28349952,45671711,29.08.2024,"710 974,00 CZK","860 278,54 CZK","Smlouva o dílo – signalizace sestra - klient, havarijní stav","[{'název': 'Centrální panel s dotykovým displejem CT TOUCHSHN', 'množství': 4, 'cena bez DPH': 42360, 'cena s DPH': 51255.6}, {'název': 'nástěnná signal. jednotka, konc hruška3V kompl', 'množství': 80, 'cena bez DPH': 3283.2, 'cena s DPH': 3735.27}, {'název': 'nástěnná signal. jednotka/WC lanko/kroužek.3V komp', 'množství': 19, 'cena bez DPH': 2986.0, 'cena s DPH': 3613.06}, {'název': 'Zesilovač signálu - repeater komplet', 'množství': 4, 'cena bez DPH': 10395.0, 'cena s DPH': 12577.95}, {'název': 'Vysílač na pagery SCO', 'množství': 2, 'cena bez DPH': 25980.0, 'cena s DPH': 31435.8}, {'název': 'Pager Spok 7950 V2', 'množství': 20, 'cena bez DPH': 4854.0, 'cena s DPH': 5873.34}, {'název': 'programování', 'množství': 50, 'cena bez DPH': 890.0, 'cena s DPH': 1076.9}, {'název': 'Jízdné technika', 'množství': 170, 'cena bez DPH': 16.0, 'cena s DPH': 19.36}]",30293588,Apos Brno
66,Sociální služby Šternberk,28236248,70939730,13.09.2024,,"159 517,00 CZK",Objednávka lůžkovin APOS BRNO,"[{'název': 'Ochranné polstrování postranic', 'množství': 37, 'cena bez DPH': 1638.0, 'cena s DPH': 1981.98}, {'název': 'Zásilkové výdaje', 'množství': 5, 'cena bez DPH': 127.27, 'cena s DPH': 154.0}]",30174260,Apos Brno
67,"Dům seniorů Kdyně, příspěvková organizace",28129400,75007746,09.09.2024,,"76 901,90 CZK",Povlečení,"[{'název': 'Krepové povlečení', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': 76.9}]",30062196,Apos Brno
68,SANTÉ - centrum ambulantních a pobytových sociálních služeb,28055048,847470,28.08.2024,,"99 886,00 CZK",Objednávka č. 43/2024 - trenažery,"[{'název': 'Rotopedy s lavičkou pro dvě osoby (R7135)', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 66248}, {'název': 'Trenažer pro procvičování pohyblivosti ramena a koordinace pohybů (R7155)', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 33638}]",29984044,Apos Brno
69,Léčebna dlouhodobě nemocných,28015784,45243956,22.08.2024,"59 084,31 CZK","71 492,01 CZK",Evakuační podložky - 33ks vč. dopravy,"[{'název': 'Zásilkové výdaje', 'množství': 2, 'cena bez DPH': 127.27, 'cena s DPH': 154.0}]",29942984,Apos Brno
70,Senior-dům Soběslav,27999400,70920567,27.08.2024,"93 432,64 CZK","113 053,50 CZK","zvedací židle s popruhy a transportní taškou , zvedací židele pevná s popruhy","[{'název': 'zvedací židle pevná s popruhy', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",29925908,Apos Brno
71,Domov pro seniory Světlo,27936304,70869812,19.08.2024,"97 061,76 CZK","117 444,73 CZK","Objednávka napínacích, elastických prostěradel Smart","[{'název': 'SMART elastické napínací prostěradlo (bílé)', 'množství': 246, 'cena bez DPH': '411,00 Kč', 'cena s DPH': '497,31 Kč'}, {'název': 'Zásilkové výdaje (POB)', 'množství': 8, 'cena bez DPH': '127,27 Kč', 'cena s DPH': '154,00 Kč'}]",29859960,Apos Brno
72,"Nemocnice Jablonec nad Nisou, p.o.",27870992,829838,12.08.2024,"60 360,00 CZK",,Objednávka operačních plášťů.,"[{'název': 'Operační pláště dle cenové nabídky č.:VN24900', 'množství': 1, 'cena bez DPH': '60360 Kč', 'cena s DPH': '60360 Kč'}]",29790760,Apos Brno
73,"Domov Barbora Kutná Hora, poskytovatel sociálních služeb",27848024,48677752,07.08.2024,"149 069,70 CZK","180 374,34 CZK",Prostěradla - nákup elastických prostěradel obálkového střihu,"[{'název': 'elastické prostěradlo obálkového typu, barva meruňková', 'množství': 190, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového typu, barva zelená', 'množství': 110, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového typu, barva modrá', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového typu, barva šedá', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}]",29766404,Apos Brno
74,SOCIÁLNÍ SLUŽBY LANŠKROUN,27730912,75081849,30.07.2024,,"194 586,46 CZK","objednávka prostěradla, krepové povlečení, deka mikroflanel, transportní rolovací deska","[{'název': 'elastické prostěradlo krémové', 'množství': 90, 'cena bez DPH': 422.71, 'cena s DPH': None}, {'název': 'deka mikroflanel 240 cappuccino', 'množství': 30, 'cena bez DPH': 323.51, 'cena s DPH': None}, {'název': 'transportní rolovací deska', 'množství': 3, 'cena bez DPH': 19438.65, 'cena s DPH': None}]",29642432,Apos Brno
75,"Centrum sociálních služeb Znojmo, příspěvková organizace",27730708,45671770,29.07.2024,,"95 483,51 CZK",Kupní smlouva - elastické prostěradlo obálkového střihu 90x200cm,"[{'název': 'Elastické prostěradlo obálkového střihu (modré)', 'množství': 20, 'cena bez DPH': 41100, 'cena s DPH': 49731}, {'název': 'Elastické prostěradlo obálkového střihu (žluté)', 'množství': 90, 'cena bez DPH': 41100, 'cena s DPH': 49731}, {'název': 'Elastické prostěradlo obálkového střihu (zelené)', 'množství': 90, 'cena bez DPH': 41100, 'cena s DPH': 49731}, {'název': 'Zásilkové výdaje', 'množství': 7, 'cena bez DPH': 12727, 'cena s DPH': 15400}]",29642216,Apos Brno
76,Senior-dům Soběslav,27706308,70920567,29.07.2024,,,"kabel 2,5 m s velkoplošným tlačítkem","[{'název': 'kabel 2,5 m s velkoplošným tlačítkem', 'množství': 110, 'cena bez DPH': None, 'cena s DPH': None}]",29616572,Apos Brno
77,Centrum komunitních služeb Pro život,27716324,70875430,24.07.2024,,"32 000,00 CZK","prostěradla, ručníky, pytle na prádlo, chrániče matrací","[{'název': 'prostěradla, ručníky, pytle na prádlo, chrániče matrací', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",29627012,Apos Brno
78,"Dům sociálních služeb Pacov, p. o.",27627952,63893703,15.07.2024,"77 376,04 CZK",,Textilní výrobky,"[{'název': 'Páska se štítky 82x42 (bílá)', 'množství': 2.005, 'cena bez DPH': 4596.0, 'cena s DPH': 5561.36}, {'název': 'Podložka CHAMONIX 85x90 (bez záhybů)', 'množství': 60.0, 'cena bez DPH': 512.0, 'cena s DPH': 619.52}, {'název': 'Podložka na křesla Sonoma 43x61 cm', 'množství': 60.0, 'cena bez DPH': 164.0, 'cena s DPH': 198.44}, {'název': 'Chránič oděvu velký 45x05 - vzor 1 s kapsou', 'množství': 40.0, 'cena bez DPH': 369.0, 'cena s DPH': 446.49}, {'název': 'Nepromokavý pytel na prádlo 75x102 cm (zelený)', 'množství': 20.0, 'cena bez DPH': 605.0, 'cena s DPH': 732.05}]",29533756,Apos Brno
79,"Dům sociálních služeb Pacov, p. o.",27628952,63893703,15.07.2024,"131 164,47 CZK",,Textilní výrobky,"[{'název': 'Podložka na křesla Sonoma 43x61 cm', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",29534772,Apos Brno
80,"Centrum sociální a ošetřovatelské pomoci v Praze 10, příspěvková organizace",27614520,70873241,11.07.2024,,"82 870,70 CZK","Objednávka na nákup lůžkovin, ručníků a osušek pro Domov seniorů Vršovický zámeček","[{'název': 'Podložka EMERIS 75 x 85 (bez záhybů)', 'množství': 30, 'cena bez DPH': None, 'cena s dph': 154.0}, {'název': 'Zásilkové výdaje (POB)', 'množství': 60, 'cena bez DPH': None, 'cena s dph': None}]",29519656,Apos Brno
81,"Oblastní nemocnice Příbram, a.s.",27578796,27085031,15.07.2024,"61 090,18 CZK",,Dodavatelská objednávka č. DO365524 pro středisko 60020 - Společné náklady a výnosy PB,[],29482180,Apos Brno
82,"Domov pro seniory Lukov, příspěvková organizace",27546696,70850941,11.07.2024,,"190 000,00 CZK",Objednávka inkontinečních podložek,"[{'název': 'inkontinenční podložky CHAMONIX 85x90 cm, bez záhybů', 'množství': 300, 'cena bez DPH': None, 'cena s DPH': None}]",29447812,Apos Brno
